Banglish,Hate
apnar name bitivir nam koron korar dabi janacchi jor dabi,not hate
abu sadat mohammad sayem,not hate
sylhete gajar bampar folon matalora khushi te khasi hoye jacchhen btv,not hate
jara gayebana janaja porechen tara hoyto janen na d mahmud jafor ikbal apnar ba amar moto ojakotiv fesobukar non tar facebook aidi nei ei peijoti tar chatra chalay kheyal kore dekhun ekhane dine 2ti post ugre deya hoyna 810 din bade ekti lekha ase protiti isyutei tar kichu likhte hobe emon kono badhybadhokota nei tobe desher sera bbktitwder ekjon hooyay amra tar dikonirdeshona asha kori kintu ken tini kichu bolchen na eta vebe tacchhily korte parina emoni jodi hoto tobe deshe ki ar keu nei prvaboshali bbktiborg tader kacheo kichu asha karun kichu holei jafor iqbal k tene hichore namanor age 10bar vabun apni tar somalochona korar joggo kina,not hate
ei jodi hoy bangladesher sera ekjon lekhoker daysara lekhar manrashed voi mejor dalim vai nomani vai pinaki sar boirm vaider prtibochor nobel paoya uchit,not hate
chotobela theke apnar golper boi pore boro hoyechi nayoker ason theke apnar chure felte nijer kachei kharap lagche apni jonogoner palos bujhen na kijony emon dolkana hoye gelen chih,not hate
syarer druto arogy ebong dirghayu kamona kori,not hate
ek kota niya madartost der chetona kharai udolaiya portesear je madarchodora togor mabonore pakider dhoner upor bosai disilo heida tora eto sohoje vuila jasjamati vashay kotha kospakira asolei valoi sparm voira diya gese pakira ei voeaiba khusi juddhe harsi to keya huya atha to sehi jaga pe rakh diya,not hate
korane obisshassho borno letter mil korane allah bolen je nuh ah er boys 950 bochor ullekh korechen eta ekta sadharon bepar tai na chomoke jaben asol tottho shunle sura al anokabut e allah bolen 14 14 ami nuh ah ke tar shomprodayer kache prern korechilamo tini tader moddhe ponchash kom ek hajar bochor obosthan korechileno othpor taderke mohaplabon gras korechilo tara chilo papi bismykor bepar holo korane sura nuh name ekti sura royeche apni janen ei suray kototi borno letter sura nuhe borno shonkha thik 950 ti ken 950 ti 949 holo na ken 951 ti holo na ken ken evabe bismykor vabe korane bornit nuh ah er boyosher sathe mile gelo ken kom ba beshi holo na etao ki ekti kakotaliy bepar obosshoi na muloto koran allah tayalar bani bolei evabe eker por ek shonkha mile jacchhe,not hate
dhonnobad sar kothati smrnokoriye debar jonno,not hate
zafar is not worthy to be respected he is just a cheap work for awamileague,not hate
ghumay poren plij apni comment bokos dekhiyen na ajke buk batha ache medisin niyen kintu noyt breking niuj hobe itihase prothom facebooke status er comment pore daktar er mrittu bai dya oyecomment delete korar jonno lok vara korchen to,not hate
comment dekhe bojha gelo sar jaforer vondami ar loke khay na onek to chesta korli kintu vartiy chetona ekhon ar manush ney na,not hate
hor hor kore modhyangguli dekhailamo,not hate
keu thyalatheli korben na plij line daran sobaike gali deoyar sujog deya hobe 3,not hate
tatti ikbal boro tor poste commente pore hashte hashte pasher barir vabike vul kore pappi diye bosolam,not hate
sar doya korchi apni shighri amader majhe fire asobenoi lokkho koti apnar voktora apnar opekkhay,not hate
kobir govir dhyanomogn theke esechen bujhte hobe oni lekhok dhyan mogn korei likhte hobe somoy lage kobor theke bolchi ei shironamotai besh manato,not hate
ei prjuktir amole apni youtube feisobuk intarnet chara katan abar nijere biggnan monosk dabi koren kemne emon to na je apnar shkhanek piyar riviud jarnal ache ar apni saradin gbeshonay bbst thaken vogaso chost mitthuk apne,not hate
sarapnar moto medhabi manush amerika te boro proyujon amerikate nirapod sorok chai niye andolon hoy na,not hate
esob ghotona prokrito mujib premider kotota koshto dey seta sei jnowar gula bujhe na obosy tara na bujhai swavabik,not hate
yesjara baje montobo kore tader ban korun,not hate
ekhonoi horhor kore bomir shobdo isos bollam na ekhonoi horhor kore bomi kore debe,not hate
la haola wala korsidaki ami amito mone kocchilam afone gechen gayebi janajay jaoyar prstutio loiya laisilam,not hate
aha amra ki vul kore pelechi uganda uni beche thakotei facebooke unar janaja dekhe pelechi aha,not hate
tomar moto chagole nirbachon niye na vaboleo cholbe,not hate
jafor ikbal syarer boys hoyeche janina kotodin bachoben tobe amra chai tini dirghjibon pan ekti kotha tini shikkha niye kaj korchen sar jodi proshon fas bonddh korte paren tahole sar obismrniy hoye thakben,not hate
apnar moto lok ekhono beche ache bole desh binodoner ovabe poreni evabei binodon diye pashe thakben,not hate
kokene alokohol khub beshi chilo kighum vangar poroghumer ghore post deoyar mani ki,not hate
evabe bole na chi unar horhor kore bomi hossilo jar jonno daysarte deri holo ekjon osushtho bektir proti somobedona ggnapon koren poshchatdeshota emonitei bbthai kator ar diyen na,not hate
o amar masik binodon tahole esei geche binodon nite ailam shasokoshreni ei totapakhitake diye amader kichu sotymithya guliye khaoyate chay barbar ami bujhina ei manushoti eto shikkhito houyar poro tar ei totabrittite ki swad pay prvur golamer golam,not hate
ami porikkhar prshnpotr dekhini ingreji bivage vorti houyar jonno ki ki juggota chowa hoyeche tar khutinatio jani na kono kichu na dekhe montobbo korata apner moto geyani loker kache kammo noysoisob koisor purotai keteche apner lekha boi pore apnake ekjon adorsho manush mone kore kintu bigoto bochorguloy apner sorkarer tel marar beparta selucasapner r apner montrir prosonopotro peye bostavora golden diye kicchu ase jay nataderke apnarai medhabi bolben r keo na notun niyom onujayi ilektiv english e uttor korlei sudhu matro ingreji bivage vorti hobar niyom ebochor chalu hoyeche ebong ilektiv english er uttor koreche 26 jonopash koreche 2 jonoeta sobar ongshogrhoner folafol noy,not hate
apnar amar bondhu rashed boiyer upor kora cinema dekhe apnar preme porechilam tarpor apnar protiti lekhai amar priyo theke priyo hote thakemanush hisebe apni jai hon na ken apni apnar ggnaner dwara ekta jatir tarunyke poriborton korar khomota rakhen allahor kache doya kori apni taratari sushto hoye amader majhe fire asen,not hate
sar ar kotokal dalali korben amra sadharon chatra to ar apnar moto dalalder mukhe bomi korte pari na tobe apnar moto pachata pranider pej anolaik dite pari,not hate
bastobe khub beshi ghonishthta dekha na geleo mrittur por humayun syarer lash niya chesta korchileno shaoner kache here giye rne vngg diyechen doya kore apon boro vaiyer kach thekeo hole nyunotom shikkhata neno ekwebare dasotwer jibon ar koto din chalaben ondho chamochamir foyara ar koto din chutaben,not hate
sobai naki comment porteche,not hate
apnar chup thaka uchit ekdom chup thaka uchit,not hate
jafor saheber bomi oase eta unar ekant somossha jeta shune ghennay sara desher manusher bomi hocche,not hate
sar to bishisht khat joddha bangladeshe somokamir ovabe tini aj bharote joytu,not hate
moho mehedi hasan naim,not hate
amgo syarre keu ekta nomineshon de syarer tel furiya jaoyar age keu noukata de ar sohe na,not hate
tesh mara final,not hate
priyo sar ki govir valobasa niye manush opekkha korche apnar sushto hoye fire asar jonno seta ki apni janen eki poribarer sob gulo manush ki kore eto manusher valobasa pay mohan allah apnake ebong apnader ja dan korechen tar tulonay onno sob kichu tucchh sobcheye boro kotha hocche apni ebong apnar poribare sobai valobasa pacchhen tader jara nijera keui ekebare tucchh manush nono swshikkhit onuvutiprbon swadhinocheta nijer paye darano jhake jhake manush apnake valobase eder valobasa kintu oto sosta noy olpo kichu chamcha manosik osushtho musolman nam dhari kichu dhommhin manush apnake valo na basole kii ba ase jay allah nishchoyi apnake aro dirghayu korben amino,not hate
tor likha porinatobe comment pori tarpor bujhi asole tui kotota likhte janoso,not hate
sar apni eisob faltu lokder comment pore nirutosahit hoye lekha bondho kore diben na please boring ami asha korbo ajker moto apni brihoshptibarer pashapashi proti somobareo ekti kore lekha diben apnar peije ami jani apnar jonno somoy jogar kora kothin hoye porbe kintu plij amader moto pathokoder dike cheye apni soptahe ontoto dui din likhobeno eta apnar kache amader dabi deshe gopal var more jabar por tar sthle kebol aponakei peyechi amaderke bonchit korben na ashraf shafi vai valo laglo,not hate
ami durbol prkritir manush tahole kolikata harbale ken jacchhen na,not hate
ar chatro somaj apnar upor ekhonoi hor hor kore bomi kora shuru koreche tobe mukhe angul diye noy apnar lekha pore onoicchhakrit vabe ta beriyeche,not hate
sefuda bolechen apnar dada rajakar chilen,not hate
mod khacchhi ar comment porchi,not hate
erokom ekta post paile ami ekta comment o bad dii na ki kortam valo lage je,not hate
big bbang sombndhe portejante khubi valo lage,not hate
2nng aidiyata awsome,not hate
syarer sarkajomota bujhte amar koyek minit somoy lege gelo comment pore bujhlam jati besh bersik fanoo bujhe na itihaser shorboccho laikodhari nirbachon niye apnara kotoi na anond korlen syaro ki ektu moja nite parben na,not hate
sar amar vot ta kon rajakar diye deche ami dite parini sar ta hole ki ami bangladeshi nagorik na apnar motamot chai,not hate
innalillahi oyainnailaihi rajiun,not hate
rastay keu pad dile sobar age apni kichu bolen na ken jafor sar jobab dyan,not hate
ese gese choudhuri jaforullar ishotehar,not hate
ke tui,not hate
muktijuddhkale guhabasir muktijuddher chetona lalon kora ar adar bbaparir jahajer khobor neya eki kotha vabsilam ajokeo hoit apni hor hor kore bomi korben mashallah apni to sushto hoye gechen dekhchi ar sheshe lekhoben bacchara to rastay na nemeo emarjensi len korte part ba traffic niyontron korte parto tai puro lekhata porlamo kintu hotas holam o hya apnar gayebana janaja batil kora hoyechilo,not hate
horhor kore bomi kore dilam sar,not hate
sar votogulao ki khater tolay shouye shuye diyechen apni onek buddhiman ja shitotai na poreche khatoi valo,not hate
sar apni to subidhabadi lok jokhon dekhen deshe orajokota cholche mukh khulole somossha hobe sorkar kotrik tokhon apni mukh lukiye thaken gorte jokhoni orajokota shesh tokhon apni gorto theke mukh ber kore thuthu feleno,not hate
amra ki asole durvaga jati,not hate
mod kha mod kha,not hate
sundor bon ke ar bachano gelo na,not hate
dhur somoy noshto,not hate
sar apnader moto sushiloder jonno amader desher e obostha dekheo na dekhar bojheo na bojhar van kore thaken,not hate
uporer fotote deikhai bujha jaitese je hater pljakarder lekhata kompiutarer fonte lekha manush oitare asol vabe kamne ar jara ei sob editing kore oder juta mara ayojon kora jay ki,not hate
sar fire asun praner sylhet apnar opekkhay,not hate
apnar meye osushtho chilo tai osusthtar durbhog bujhocheno jokhon apnar atwiy joggo chakri pabe na tokhon apni kotar voyabohota bujhobeno tokhon rongo paltiye sadharner katare asobeno,not hate
jara proshon korchen sar kono kichu na dekhe na shune na jene ken eto boro lekha prsob koren taderke boli apnara ki vule gechen sar gorte bosobas koren okhan theke eto kichu dekha shuna jana somvob hoyna,not hate
somogr deshe cholacholort janobahon er licence check kora hok laisensbihin kon bahon rastay thakbe na malikoder dokkho dayitwshil o sushto dehomoner draivar niyog dite baddho kore kothor ain pash kora hok kintu sar onek deri hoye geche police torighori kore shrabone nobann osomoye traffic soptah palon korche tobu dekha jak valo kichu hoy kina,not hate
thak ki dorkar esob lekhar sar,not hate
sar apnar proyujon apatot nei 4 din por apnar ghum venggecheplij abaro ghumiye poruno,not hate
sar nijer desher netri jokhon muktijoddharr sontan na hobar karone rajakar bole gali dey tar koshto apni ki bujhben jokhon muktijoddha er sontan na hobar jonno chatro jibonchakri jibone medha thaka swtweo kon sujog paoya jay tar koshto apni ki bujhben muktijoddha der somman sobai kore kintu shadhinota juddher somman ek kotha ar ta niye pore thaka arek thaka 1971 er juddhe desher obostha na boring 2071 e desher unnynokaj kora ekhon prodhan ar ta muktijoddhar sontan naekjon medhabi parbe amar baba o muktijuddhe jog den ni tate ki uni desh bidrohi hoye gelen somman ek bepar ar sujoger opobbbohar arek,not hate
dalali chere sotter pothe asun namaj porun allah ke dakuno,not hate
panimontrir laisenshin gari atokiyeche shikkharthira hete gntbbe gelen montri,not hate
taratari sushto hon sar apnar jonno valobasa,not hate
sar bomi korar porer sikoyens par kore ekhon sushto hoye ei post ta diyechenbai dya oye keu thelatheli korbenna sobaike sujog deya hobe dhonnobad,not hate
bomir react chalur jonno facebook kortripokkher nikot jor dabi janacchi d,not hate
sar muktijuddher chetonar nirikhe eibarer nirbachon niye ontoto charkhana line jodi likhoten apnake amisoh onyanyra galimond kori eta amar nijeri sohi hoy na otite apnar likhar protiti shobdo kemon utsuk hoye portam ar ekhon tar ultata apnar biruddhe du ekta kotha chole gele manush vabe ami apnar hetars chilari othocho amar skuler bondhura jane ki pagloi na chilam apnar likhar jonno sar onurudh roilo niropekkho montobbo korte na parle apni likhai bad diben good morning good night happy new year eisob liikha ghumaya porbeno ontoto apnar bipokkhe kichu bolbo na,not hate
sar ami to hefajoti apnar songe 15 er boimelay dekha sedin apnake onek valo legeche beshi valo legeche apni amader somaj somporke jante chaoyay kintu apnar samne pichu onek bbbodhan,not hate
sharamra duhkhitoshar apni eto ghas khan ta age jana chilona,not hate
adorsho vuli aorano manushora nilojj moto noitikota bisorjn dey jokhon tokhon tader moto kodakar onno kichu hote parena,not hate
ami sobosomoyi shpno dekhi ei desher sorkari dol ar birodhi dol dutii hobe muktijuddher pokkher dol duti doloi bonggbondhuke bangladesher sthpoti hisebe mene nebe jotodin seti na hocche totodin gonotontro niye shpno dekhar kono sujog nei oshadharon laglo sar,not hate
jonab ikbal apni asole ki kheye bachen rakhaler oi pitha gacher moto aponaro kono pitha gach ache na ki jonmer por ki choshoma chara prithibi dekhar vaggo apnar hoy ni,not hate
tomra amake khoma koro ami kintu cheshta korechilamo,not hate
doya kore amake ektu jayga diben onekokkhn line dariye achi just ekta comment korbo plij ektu jayga den,not hate
dekhen vai pagol chagol niya comment korte chai na,not hate
jafor sar apnake desher beshir vag manush ghrina kore ken seta ki onusondhan kore dekhechen apnar houyar kotha chilo prathsmrniy holen desher sobcheye ghrinito o nindit manush apnar nam shunlei manush gali dey apni more geleo mukti paben na ekjon ghrinito omanush hisebe edesher manush apnar uddeshye thuthu nikkhep kortei thakbe,not hate
anner eisob toilakt marka abegi kandn rakhen miya paboliker kache apnar obosthan porishkar ek kam koren muktijuddho kalin noy mashe apnar obosthan niya ekokhan boi lekheno,not hate
sar er statas tar sarmorm hobe karo kache,not hate
prokrito itihas bole shekh mujib rohoman ke jamayat ba ziaur rohoman mare nai senabahinir ekdol mejor bongobondhu ke godi theke soranor jonno greftar korte cheyesilo kintu mejor nur rager boshe sirite bongobondhu ke brash fayar kore tar proman bongobondhur hater churut tini greftar hoben jene onno mejor huda ke diye churut enechilo jatiyo neta soiyd tajouddin ahmed o cheyechilen onno kon neta gdite asuko general zia ar khaled mosharrof jenechilen bongobondhu sudhu greftar hoben badha dite chan ni tahole mejor ra tader hotta korto senabahinir sobai bonggbundh ar indiar ke ek chokhe dekha shuru korechilo bondhubondhu nidosh chilen tar kacher chamoche der jonno mejor der roshe poreno itihas e tai porechi ekhon bolen jamat ba ziar dosh kothay tahole to jatiyo bir general khaled mosharrof o khuni senabahinite muktijoddhara sobai tokhon ken rajnoitik ke pochondo korto na tara bolot desh jokhon shadhin korlam amra koshto kore ar neta ra sob tokhon kolokatay murgi ar khichuri ranna kore kheyeche senabahinite onek boi ache segulo valo kore pore itihas januno,not hate
mon kharap ekhon valo hoye jabe redowan rabby fahim montakim mondira sorkar,not hate
sar obosheshe beche oacheno uikipiriya tui rajakar tui rajakar,not hate
rbiul auyal shorif bbapi beshi beshi dorud shorif path kora ide miladunnbi sallallahu alaihi oyasallama paloner onnotomo sohoj o shrestho madhymo,not hate
vai amar tumi koi kichu koo jati tomar subochon shunite chay mainka cipa,not hate
oamar bondhu rashed 2011 oamar shotru rashed 2018 jafor ikbal,not hate
sobai line daran keu thelateli korben na sobaike sujog deya hobe,not hate
ei ganja khor koy ki amrika boisa 18 bochorer risarcher folafol ei toy comment gula ekekota khas binudun d,not hate
vaiput ken achos,not hate
onek dhonnobad keu ekjon kotha bolechen amra lekhaporar name ekta jenareshan er balykal noshto korchiei osushtho manosikota porihar korun ebong eder boyhood ta ferot din,not hate
sar mukhe mukhe to bangali bole fena tule felan bangalider noboborsh konota pohela januyari naki pohela boishakh apni jodi ingrejodertao palon koren abar bangalao palon kore tobe arbita keno palon korenona apni na koran poren apni na namaj poren chetona bebshahi munafik number 1 jafor ikbal sar,not hate
chor manena dhormer kahini,not hate
apnake ggnanopapi bolte ki amar biroddhe gujober ovijog asbe,not hate
abaro torunera prtyakhan korbe jamayatoke,not hate
sar na jenei eto boro choto golpo likhsen janle ki ta uponyase porinoto korten,not hate
shunlam sar naki behayaponao korechen bivinno meyer sathe bishwas korte parini tokhon eto mohan ekjon manush behayapona kivabe korben konovabe nijeke sthir rakhte parlam naho tarpor shunlam tini naki nastik vuter baccha suleman ekta boi tini likhecheno ebong aro kichu boi chilo jegula nastikotay vorpur chilo tobuo amar eto boro maper ekjon manushke dekhe bishwas hoyni tini esob korben chokher samne pore gelo syarer behayaponar fotejo tai jei sar ke eto bishwas ebong mohan mone kortam ekhon amar pokkho theke tar jonno juto mara chara ar kon upai dekhchi naho tobuo sorbshesh ekta kotha bolbo sar sushto hoye amader majhe fire ashukoei kamonakori banglar manush take aro chinuko dekhuk ebong bujhuko,not hate
etodin pore apnar ghun vangolo edike polapain apnar gayebi janaja porbe bole toiri hocche,not hate
kintu poshchima jogoter media bbc kingba guruttopurno samoyiki di ikonomist er moto saptahiki kintu ekhono jotheshto shikkhito ba udar hote pareni ei baler kotha koi paichen shuor roj roj baler alap parben ar galir chodon khaiyao baler alap kemne ki char,not hate
kagu ghume thake hush thake naektu chetona molom bikri koirbe,not hate
ekta somoy obhase porinoto hoye jabe tokhon se ar nokol chara ar kichui korte parbena,not hate
sar apnar gayebana janajar sokol oayojon itimodhyo somponno hoye geche ekhon esob bole our lav hobena sobai hor hor kore bomi kore dibe,not hate
chatroliger je bahini noukay vot na deoyay ek char sontaner jononi ke dhorshon korecheami sekhane apnar odrishy sushil othorb buro subidhabadi choto bichihin lingg dekhte pacchhi,not hate
dyakho dekhi kando dushtura bole kina sar naki vondo,not hate
apnar janaja hobei hobe dadu,not hate
syarer boure ekbar chatrolig dolaimolai korar por tini prtibade brishtite vijecheno pore abar tader mathay hat rekhe doyao korcheno agamite chatroliger senchuri manikora jodi sirke rastay pele docheo tini pordin kolam lekhoben chatroliger pacha maray je eto shanti eto aram jana chilo na ah ki sundor bathorum hoyeche amar ta bole chatroder ami bujhate parba,not hate
amar prochur dukk ekta comment o pokkhe dekhlam na,not hate
fokira apnare haturir bari deyner kam koite mon chay kintu afsus boloteo parina,not hate
ami jafor syarer ondho vokto noi ondho amlig noi lekhata pore mone holo eta ekta niropekkho poryalachona mulok lekha uni asole bnpr istehar niye kono tiryk kotha bolen nai bnpr bondhura unake galagal kore comment deyar age ektu monojog diye lekhata puropuri poruno ekti unnoto bangladesher kotha chinta kore vot din muktijuddher bangladesher somunnt rakhuno,not hate
samanno literary term bujhena eta abar university r odhyapok er kache chaera ki shikhe amar vabte lojja hoy,not hate
jafor nah hi ij mirjafor,not hate
amar kache kokhono apni ahamori kichui chilen na ekhono nai kintu amar onek frendder aidl holen apni sei hisebe apnar proti sommanotuku chilo kintu eita porar por bamuner kotha mone porteche e kemon aidl,not hate
nirbachon niye ekta kolam likhun sar,not hate
onek kichu jante parlam sar,not hate
oi miya grtta na apni khurchilen ta sei gorto theke jamat beroy kamne mman dayi to apnii ah ha re dukkho,not hate
sar apnar dirghayu kamona korchi prokrito rajakar baje montobbo korbei,not hate
jol dake agunoo tane ami puri modhyekhane duidike dui khond hoye jaai abar jaii na a a na jwalai na nivai na jwaaalai na niiivai,not hate
sar apnar sosta boiggnanik kolpkahini porte porte apnar febute post gulao boiggnanik kolpkahini mone hoysathe aro mone hoy ei poriman dalali kebol kolp kahinitei somvob,not hate
you are our inspiration long live sir,not hate
sar apni egiye janomuktijoddha poribar ache apnar sathe,not hate
aha binodon,not hate
ekhon ami popokorn khab ar syarer likha porbo,not hate
edesher buddhijibira kon bepar na jene koto oshwdimb parte paren eta tar prkrisht udahorno,not hate
bomi jaforer kach theke chetonar golpo chara ar ki asha kora jay oni kokhono protinidhi hote pare na o aponito abar comment poren na kodal niye biji,not hate
deshodrohi ebong 71 er porajit shoktider kothay koshto paben na era eto niriho manush hotta koreo tader sopn puron korte pareni tai tader eto koshto ar riyekoshono,not hate
japor sharke masuda vatti orfe rnir sathe bibaho bondhne aboddh kore deoyar jonno jononetri deshortn madar of hiummanitir kache jor dabi janacchi,not hate
kota sngskarer dabite sara deshe cholche shikkharthider tibro andolon policer sathe dofay dofay sngghorsh,not hate
khub kharap laglo sar apnar bipod shune allahor jeno apnake tara tari sushto koriye dey se shuvo kamona roilo,not hate
agune pure mora onek koshto sar,not hate
sabbas muhib khan sabbaso iha kon kobita nohe iha ekti buleto jafor saheb koi palalen chatrgulor e durdine apnake to kishor grar sadhok bolei sobai chine gelen kothay sulotana mem chup ken aj duhsomoye ejamone to khub changga dekhi deshdordir chongga loye chup ken munotasir saheb biggnta aj chupose geche ejamone to khub toksho matan gyan grimar kothar pyache kobir saheb ghuman naki chap beshi murgir arte deshei naki taoyaf palon ghurte gechen oi bharote manobotar paharadar mijan saheb udhao naki chakay pishe chatro more apni nikhoj karnota ki shoshokorajer pokkho nite dokkho sobai khub to dekhi sob chetonar malik seje dapiye beran aj holo ki ajke sobai nirob ken projonmo top gilolo na tai prjonmke poth vulate poth haralen aj nijerai otyacharir chotrchayay buddhijibir poshak pore khub to lafan aj ken ghum nijer prvur poton dre boysogune shroddha kori nitir belay janai ghrina fotokabaji chere dekhun manush hote paren kina chamcha channel chunnira koi torai to tel marti beshi toder telei jor peyeche otyacharir pashan peshi toder holud pokkhpate nyayer hate shikol othe amojonota jagbe jokhon sui lagabe toder thote shokunora sob atonke aj chorui pakhir marer voye desh chere vag porbi mara kkhipt praner ei bijoye,not hate
sar tabolige gechilo tai post dite deri hoiche,not hate
salam sar,not hate
bangladeshotar jonmi hoyechilo muktijuddho diye tai sei adorshta niyei jodi rajniti kora hoy tahole nirbachon niye amader itor kono durbhabona thakbe na kono dushchinta thakbe na lal salam sar,not hate
apni doya kore oi question ti jara amader desher mohamari hate nate dhoriye deoyar poreo nilojejor moto bole je amader hate e dhoroner kon proman neitaderke meil karun,not hate
apni ekjon muslim ghore jonmo niye ekta hindur jonno doya korle je kina islam ke niye kutokti kore dikkar janai emon mosol man der,not hate
sar amare maf koira diyen ami vule apnar gayebana janajay ongsho grohon korchi khoma chacchhi syarr ekhon amar khub horhor kore bomi hocche bachobo kina sondeho,not hate
sar kichui janen na tai onek kotha janiye dilen,not hate
jani na sarei comment hoy to apni dekhben na tao bolchi sar apnar moto manush amader ei deshe khub beshi dorkar apnake amra onek valobasikhub jolodi sushto hoye amader majhe fire asun sar apnar su swasthj ebong dirghayu kamonay apnar ek khudro vokto,not hate
hortaler khobor chapa hole desher manusher khoti hoy schoolkoleje chelemeyera jete paren na dinmojurer sontanora na kheye thake lokjon jatayat korte pare na bebsha noshto hoy ebong esober songe ekhon jukto hoyeche manushke puriye mara kajei jodi desher sob potrikar sompadok ebong sob telivishon chyaneler malik bose thik korten je ekhon theke tara kobe hortal daka hoyeche sei khoborti prokash korben na rajnoitik dologulokei dayitto deben tader nijeder dayitte jeno sei khoborti prochar korte hobe tahole kemon hoto tokhon ainoshrinkhla bahini beshi osotork thakto ebong sadharon jonogon aro beshi onirapod hoto karon jara hortal dake tara hortal thiki dakoto ebong manush mara bondho korto na boring barato tai amra chai bienpi andolon korukjodi andoloner kono jukti thakekintu seta manush mere na gthonomulok vabe jonomot toiri kore sorkarero uchit manush mara jekono vabe bondho kora na parle khomota chere deya karon jonogoner nirapottar dayitto sorkarer uporei thake er jonno taderke khomotay ana hoiche,not hate
ami shior muktijuddhe pakistan jodi jitoto to apni aj pakistaner pokkhe thik evabei likhoteno syad,not hate
ekhon ami comment porbo chanachur khab ar prochur hasoboprchur tobe post kintu ami porbo na,not hate
uni ayna dekhen na,not hate
ami comment porte ashchi,not hate
sar ja koyechen mairi horhoriye bomate iccha kocche,not hate
ami vabi amar bacchakaccha ra bolbe ekta dalal ke chinote tomader 25 bochor somoy laglo arif ajad,not hate
age vabotam bangladesher sokol shikkhito manushera sudhu fejobuk chalay kintu comment sekoshone asar por amar dharona sompurno bodole gelo ekhon mone hocche jeno bangladesher sokol oshikkhitorai fejobuk chalayjekhane sar eto sundor kore niuiyrk er nirbachon somporke likhechen eta pore sirke dhonnobad jananor bodole ulote galagal dicchhe oponi age eirokom ekjon lekhok hoye dekhan natarpor na hoy galagal diben baje baje comment korara age ekabaro vebe dekhen na apni onar motoo hote paren kina bangali kichu paruk ar na paruk onner ninda valoi korte pare,not hate
kintu hobe boita,not hate
bujhlam nah commente sharer kichu vokto take astik bananor paitara korche abar kichu vokto take nastik bananor paitara korche moga pelumo,not hate
sar jota somoye alochona asha kori combined action hobe,not hate
jamat shibirer polapan apnar priyo kympase apnar strir sharikhule niye thake kon chatrike dhorshon kore ba dhorshoner shotok puron kore thake kon opokormo kore thake apnar nikot chadabaji kore thake othoba tendarbaji kore thake ta hole obosshoi taderke porihar kora amader dayitwer moddhe pore tai noy ki sar janaben doyakore,not hate
zafar iqbal faltu luk,not hate
jafor ikbal ekti diposhikha ekti chetona eta nivobe na,not hate
apnar visi houyar shpno puron houk,not hate
kintu jedin ami abishkar korechi nay ar onnayer majhokhaneo keu keu niropekkho hote shuru korechen sedin theke ei shobdtike ami sondeho korte shuru korechi thik kichudiner majhei ei sob nirpekkhra tader asol chehara dekhiye diyeche khub hotash lagchil sob somoyer moto syarer lekha pore abar santbona pacchhi kintu ajkal sotti esob voynkr bishwasider dekhe hotash hoye jassi,not hate
mollader biruddhe likhar skill super fine nirapod rastar pokkhe likhar skill lmfao,not hate
dekho dilodar er moto joks bolche lokta,not hate
jafor ikbal jemon gyani temni jafor ikbal er poste epik komentkari lokoguloo prochur gyani,not hate
ami bolchi na amake muktijoddha voltei hobeami chai keu ekjon amar jonno ekti kodal niye asuk ami trench khurte pari kina ta proman korar jonno bacchader muktijuddher golpo bolte bolte ami ekhon klant ami bolchi na amake muktijoddha voltei hobeami chai keu amar kache chetonar golpo shunte chak ami kotota aghat peyechi jiggnasa koruk chetonar songgi na hok keu ontoto amake jiggnasa koruk tomar dron thakar poreotrench khurte kodal legechilo ken,not hate
acchha sarapnar moch guli upojatider baler moto ken,not hate
apnar lekha sobotuku porar dorkar hoyni apni holen subidha badi joddh korte na giye o apni mukti juddha kala mutiya jokhon andolonokari shikkhathiter rajakarer baccha bolechilo tokhon apnar jukti kothay chilo proshon uthe nai mone rajakarder amra ghuna kori ar mutiya sngsode ki bollo proshon hoy mone eta niye kon din apnar mone proshon uthbe na,not hate
keu bujhaye den oto dhoiryj nai porar ami abar coaching er syarer kache pori to nije nije kichu bujhina,not hate
apnake sar bolte amar lojja hoy apni jotoi sorkarer somalochona koren na keno sorkar apnake greftar korbe nakenona apnake ajke kutokutale apni kalke hasen,not hate
dhoka diye jodi chatroder domano jeto tahole bangladesh shadhin hoto na ainoggn o songbidhan bisheshoggn dh tuhin malik,not hate
sylhet shohorta kobutorer jonno bikhato shahjalal majare ache kichu jalali kobutor shahjalal bishwbidyaloye ache ekta dalali kobutor arif adnan bai,not hate
o allaho sains fiction sotti hoya geseshonigrh theke eliyen unake niye geseekhon inar rup dhore eliyen bose ase,not hate
tahazzot hossain 71 e syarer baba muktijuddhe shohid hoyecheno 71 e amar baba ebong 2 mama muktijuddho korechen apnar fyamilir muktijuddher itihasota bolen shuni,not hate
postta keno dilen sar era apnar abeg ebong obosthan kokhono bujhobena apni amader kache adorshban chilen achen thakben bai dy oye oyelokam tu arth,not hate
monu tumi beche acho ami to vebechilam dumurer ful diye tomake somman janabo 3 tumi ar kopale rakhola koi 3 somman ta janate parlam na biday pitibi 3,not hate
sar amra murkho jati apnake somman jananor moto gyan ekhono amader hoyni khoma kore deben sar,not hate
manush eto niche namote pare vaba jay na sorbnimn strer dadalo,not hate
kichu bolar nei deshe 4g eleo sar ekhono taletalk er 1g kakuder net chalan tai tar kache abegbibek srishti hote somoy beshi legeche hotasa sobi hotasa,not hate
ei ke achis ei jafor miyar jonne ekta montrir pod sajaya raikha de hlalay iniye biniye setai bujhaiteche,not hate
